date,product,category,daily_high,daily_low,session_avg,session_change_pct,source
2026-05-19,DDR5 16Gb (2Gx8) 4800/5600,dram,53.0000,29.8000,41.1000,-0.41,trendforce
2026-05-19,DDR5 16Gb (2Gx8) eTT,dram,24.6000,22.0000,22.5000,0.00,trendforce
2026-05-19,DDR4 16Gb (2Gx8) 3200,dram,70.0000,33.5000,58.9050,0.94,trendforce
2026-05-19,DDR4 16Gb (2Gx8) eTT,dram,13.2000,10.6000,12.3750,0.00,trendforce
2026-05-19,DDR4 8Gb (1Gx8) 3200,dram,53.0000,16.4000,32.0000,0.00,trendforce
2026-05-19,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.1500,4.9070,-0.87,trendforce
2026-05-19,DDR3 4Gb 512Mx8 1600/1866,dram,11.5000,5.5000,8.9880,0.00,trendforce
2026-05-20,DDR5 16Gb (2Gx8) 4800/5600,dram,53.0000,29.8000,41.1670,0.16,trendforce
2026-05-20,DDR5 16Gb (2Gx8) eTT,dram,24.6000,22.0000,22.5000,0.00,trendforce
2026-05-20,DDR4 16Gb (2Gx8) 3200,dram,70.0000,33.5000,59.4290,0.89,trendforce
2026-05-20,DDR4 16Gb (2Gx8) eTT,dram,13.2000,10.6000,12.3750,0.00,trendforce
2026-05-20,DDR4 8Gb (1Gx8) 3200,dram,53.0000,16.4000,32.4000,1.25,trendforce
2026-05-20,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.1500,4.8640,-0.88,trendforce
2026-05-20,DDR3 4Gb 512Mx8 1600/1866,dram,11.5000,5.5000,9.0380,0.56,trendforce
2026-05-21,DDR5 16Gb (2Gx8) 4800/5600,dram,52.5000,30.5000,41.3330,0.40,trendforce
2026-05-21,DDR5 16Gb (2Gx8) eTT,dram,24.8000,22.0000,22.5000,0.00,trendforce
2026-05-21,DDR4 16Gb (2Gx8) 3200,dram,70.5000,33.8000,60.1430,1.20,trendforce
2026-05-21,DDR4 16Gb (2Gx8) eTT,dram,13.0000,10.5000,12.3500,-0.20,trendforce
2026-05-21,DDR4 8Gb (1Gx8) 3200,dram,53.5000,16.5000,32.9000,1.54,trendforce
2026-05-21,DDR4 8Gb (1Gx8) eTT,dram,5.4000,4.2500,4.8640,0.00,trendforce
2026-05-21,DDR3 4Gb 512Mx8 1600/1866,dram,11.5000,5.5000,9.0880,0.55,trendforce
2026-05-22,DDR5 16Gb (2Gx8) 4800/5600,dram,52.5000,30.5000,41.5000,0.40,trendforce
2026-05-22,DDR5 16Gb (2Gx8) eTT,dram,24.8000,22.0000,22.5000,0.00,trendforce
2026-05-22,DDR4 16Gb (2Gx8) 3200,dram,70.5000,33.8000,60.8570,1.19,trendforce
2026-05-22,DDR4 16Gb (2Gx8) eTT,dram,13.0000,10.5000,12.3500,0.00,trendforce
2026-05-22,DDR4 8Gb (1Gx8) 3200,dram,53.5000,16.5000,33.3000,1.22,trendforce
2026-05-22,DDR4 8Gb (1Gx8) eTT,dram,5.4000,4.2500,4.8640,0.00,trendforce
2026-05-22,DDR3 4Gb 512Mx8 1600/1866,dram,11.5000,5.5000,9.1630,0.83,trendforce
2026-05-25,DDR5 16Gb (2Gx8) 4800/5600,dram,52.5000,30.5000,41.6670,0.40,trendforce
2026-05-25,DDR5 16Gb (2Gx8) eTT,dram,24.8000,22.0000,22.5000,0.00,trendforce
2026-05-25,DDR4 16Gb (2Gx8) 3200,dram,70.5000,33.8000,61.0950,0.39,trendforce
2026-05-25,DDR4 16Gb (2Gx8) eTT,dram,13.0000,10.5000,12.3500,0.00,trendforce
2026-05-25,DDR4 8Gb (1Gx8) 3200,dram,53.5000,16.5000,33.5000,0.60,trendforce
2026-05-25,DDR4 8Gb (1Gx8) eTT,dram,5.4000,4.2500,4.8640,0.00,trendforce
2026-05-25,DDR3 4Gb 512Mx8 1600/1866,dram,11.5000,5.5000,9.1630,0.00,trendforce
2026-05-29,DDR5 16Gb (2Gx8) 4800/5600,dram,52.6000,30.0000,41.9000,0.16,trendforce
2026-05-29,DDR5 16Gb (2Gx8) eTT,dram,24.7000,22.0000,22.5000,0.00,trendforce
2026-05-29,DDR4 16Gb (2Gx8) 3200,dram,71.2000,34.0000,61.9520,0.58,trendforce
2026-05-29,DDR4 16Gb (2Gx8) eTT,dram,12.7000,10.2000,12.2750,-0.41,trendforce
2026-05-29,DDR4 8Gb (1Gx8) 3200,dram,53.0000,16.8000,34.1000,0.89,trendforce
2026-05-29,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.3500,4.8610,0.14,trendforce
2026-05-29,DDR3 4Gb 512Mx8 1600/1866,dram,12.0000,5.5000,9.4000,1.35,trendforce
2026-06-01,DDR5 16Gb (2Gx8) 4800/5600,dram,53.0000,30.5000,42.2670,0.88,trendforce
2026-06-01,DDR5 16Gb (2Gx8) eTT,dram,25.0000,21.8000,22.5000,0.00,trendforce
2026-06-01,DDR4 16Gb (2Gx8) 3200,dram,72.5000,34.5000,62.6250,1.09,trendforce
2026-06-01,DDR4 16Gb (2Gx8) eTT,dram,12.5000,10.5000,12.2750,0.00,trendforce
2026-06-01,DDR4 8Gb (1Gx8) 3200,dram,53.5000,17.0000,34.5000,1.17,trendforce
2026-06-01,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.5000,4.8820,0.43,trendforce
2026-06-01,DDR3 4Gb 512Mx8 1600/1866,dram,12.2000,5.5500,9.4750,0.80,trendforce
2026-06-02,DDR5 16Gb (2Gx8) 4800/5600,dram,53.0000,30.5000,42.5670,0.71,trendforce
2026-06-02,DDR5 16Gb (2Gx8) eTT,dram,25.0000,21.8000,22.6000,0.44,trendforce
2026-06-02,DDR4 16Gb (2Gx8) 3200,dram,74.0000,34.5000,63.0000,0.60,trendforce
2026-06-02,DDR4 16Gb (2Gx8) eTT,dram,12.5000,10.6000,12.3000,0.20,trendforce
2026-06-02,DDR4 8Gb (1Gx8) 3200,dram,53.5000,17.0000,34.8000,0.87,trendforce
2026-06-02,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.5000,4.8820,0.00,trendforce
2026-06-02,DDR3 4Gb 512Mx8 1600/1866,dram,12.5000,5.5500,9.6250,1.58,trendforce
2026-06-03,DDR5 16Gb (2Gx8) 4800/5600,dram,53.0000,30.5000,42.8330,0.63,trendforce
2026-06-03,DDR5 16Gb (2Gx8) eTT,dram,25.0000,21.8000,22.6500,0.22,trendforce
2026-06-03,DDR4 16Gb (2Gx8) 3200,dram,75.0000,34.5000,63.5000,0.79,trendforce
2026-06-03,DDR4 16Gb (2Gx8) eTT,dram,12.5000,10.6000,12.3000,0.00,trendforce
2026-06-03,DDR4 8Gb (1Gx8) 3200,dram,54.0000,17.0000,35.1200,0.92,trendforce
2026-06-03,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.4000,4.8710,-0.23,trendforce
2026-06-03,DDR3 4Gb 512Mx8 1600/1866,dram,13.0000,5.5500,9.8000,1.82,trendforce
2026-06-04,DDR5 16Gb (2Gx8) 4800/5600,dram,54.0000,30.5000,43.2330,0.93,trendforce
2026-06-04,DDR5 16Gb (2Gx8) eTT,dram,25.0000,21.8000,22.6500,0.00,trendforce
2026-06-04,DDR4 16Gb (2Gx8) 3200,dram,75.0000,34.5000,63.7500,0.39,trendforce
2026-06-04,DDR4 16Gb (2Gx8) eTT,dram,12.5000,10.6000,12.3000,0.00,trendforce
2026-06-04,DDR4 8Gb (1Gx8) 3200,dram,54.0000,17.0000,35.4200,0.85,trendforce
2026-06-04,DDR4 8Gb (1Gx8) eTT,dram,5.5000,4.2000,4.8250,-0.94,trendforce
2026-06-04,DDR3 4Gb 512Mx8 1600/1866,dram,13.5000,5.5500,9.9000,1.02,trendforce
